ime,spol,leto_rojstva,leto_smrti,nominacija,oskar,stevilo,prvi_film
Barkhad Abdi,M,1985,~,Glavna,False,0,Captain Phillips
Barkhad Abdi,M,1985,~,Glavna,True,0,Captain Phillips
Barkhad Abdi,M,1985,~,Stranska,False,1,Captain Phillips
Barkhad Abdi,M,1985,~,Stranska,True,0,Captain Phillips
F. Murray Abraham,M,1939,~,Glavna,False,0,Amadeus
F. Murray Abraham,M,1939,~,Glavna,True,1,Amadeus
F. Murray Abraham,M,1939,~,Stranska,False,0,Amadeus
F. Murray Abraham,M,1939,~,Stranska,True,0,Amadeus
Amy Adams,F,1974,~,Glavna,False,1,Junebug
Amy Adams,F,1974,~,Glavna,True,0,Junebug
Amy Adams,F,1974,~,Stranska,False,5,Junebug
Amy Adams,F,1974,~,Stranska,True,0,Junebug
Nick Adams,M,1931,1968,Glavna,False,0,Twilight of Honor
Nick Adams,M,1931,1968,Glavna,True,0,Twilight of Honor
Nick Adams,M,1931,1968,Stranska,False,1,Twilight of Honor
Nick Adams,M,1931,1968,Stranska,True,0,Twilight of Honor
Isabelle Adjani,F,1955,~,Glavna,False,2,"Story of Adele H., The"
Isabelle Adjani,F,1955,~,Glavna,True,0,"Story of Adele H., The"
Isabelle Adjani,F,1955,~,Stranska,False,0,"Story of Adele H., The"
Isabelle Adjani,F,1955,~,Stranska,True,0,"Story of Adele H., The"
Casey Affleck,M,1975,~,Glavna,False,0,Manchester by the Sea
Casey Affleck,M,1975,~,Glavna,True,1,Manchester by the Sea
Casey Affleck,M,1975,~,Stranska,False,1,Manchester by the Sea
Casey Affleck,M,1975,~,Stranska,True,0,Manchester by the Sea
Shohreh Aghdashloo,F,1952,~,Glavna,False,0,House of Sand and Fog
Shohreh Aghdashloo,F,1952,~,Glavna,True,0,House of Sand and Fog
Shohreh Aghdashloo,F,1952,~,Stranska,False,1,House of Sand and Fog
Shohreh Aghdashloo,F,1952,~,Stranska,True,0,House of Sand and Fog
Brian Aherne,M,1902,1986,Glavna,False,0,Juarez
Brian Aherne,M,1902,1986,Glavna,True,0,Juarez
Brian Aherne,M,1902,1986,Stranska,False,1,Juarez
Brian Aherne,M,1902,1986,Stranska,True,0,Juarez
Riz Ahmed,M,1982,~,Glavna,False,1,Sound of Metal
Riz Ahmed,M,1982,~,Glavna,True,0,Sound of Metal
Riz Ahmed,M,1982,~,Stranska,False,0,Sound of Metal
Riz Ahmed,M,1982,~,Stranska,True,0,Sound of Metal
Danny Aiello,M,1933,2019,Glavna,False,0,Do the Right Thing
Danny Aiello,M,1933,2019,Glavna,True,0,Do the Right Thing
Danny Aiello,M,1933,2019,Stranska,False,1,Do the Right Thing
Danny Aiello,M,1933,2019,Stranska,True,0,Do the Right Thing
Anouk Aimée,F,1932,2024,Glavna,False,1,"Man and a Woman, A"
Anouk Aimée,F,1932,2024,Glavna,True,0,"Man and a Woman, A"
Anouk Aimée,F,1932,2024,Stranska,False,0,"Man and a Woman, A"
Anouk Aimée,F,1932,2024,Stranska,True,0,"Man and a Woman, A"
Eddie Albert,M,1906,2005,Glavna,False,0,Roman Holiday
Eddie Albert,M,1906,2005,Glavna,True,0,Roman Holiday
Eddie Albert,M,1906,2005,Stranska,False,2,Roman Holiday
Eddie Albert,M,1906,2005,Stranska,True,0,Roman Holiday
Jack Albertson,M,1907,1981,Glavna,False,0,"Subject Was Roses, The"
Jack Albertson,M,1907,1981,Glavna,True,0,"Subject Was Roses, The"
Jack Albertson,M,1907,1981,Stranska,False,0,"Subject Was Roses, The"
Jack Albertson,M,1907,1981,Stranska,True,1,"Subject Was Roses, The"
Alan Alda,M,1936,~,Glavna,False,0,"Aviator, The"
Alan Alda,M,1936,~,Glavna,True,0,"Aviator, The"
Alan Alda,M,1936,~,Stranska,False,1,"Aviator, The"
Alan Alda,M,1936,~,Stranska,True,0,"Aviator, The"
Norma Aleandro,F,1936,~,Glavna,False,0,Gaby: A True Story
Norma Aleandro,F,1936,~,Glavna,True,0,Gaby: A True Story
Norma Aleandro,F,1936,~,Stranska,False,1,Gaby: A True Story
Norma Aleandro,F,1936,~,Stranska,True,0,Gaby: A True Story
Jane Alexander,F,1939,~,Glavna,False,2,"Great White Hope, The"
Jane Alexander,F,1939,~,Glavna,True,0,"Great White Hope, The"
Jane Alexander,F,1939,~,Stranska,False,2,"Great White Hope, The"
Jane Alexander,F,1939,~,Stranska,True,0,"Great White Hope, The"
Mahershala Ali,M,1974,~,Glavna,False,0,Moonlight [w 1]
Mahershala Ali,M,1974,~,Glavna,True,0,Moonlight [w 1]
Mahershala Ali,M,1974,~,Stranska,False,0,Moonlight [w 1]
Mahershala Ali,M,1974,~,Stranska,True,2,Moonlight [w 1]
Joan Allen,F,1956,~,Glavna,False,1,"Contender, The"
Joan Allen,F,1956,~,Glavna,True,0,"Contender, The"
Joan Allen,F,1956,~,Stranska,False,2,"Contender, The"
Joan Allen,F,1956,~,Stranska,True,0,"Contender, The"
Woody Allen,M,1935,~,Glavna,False,1,Annie Hall
Woody Allen,M,1935,~,Glavna,True,0,Annie Hall
Woody Allen,M,1935,~,Stranska,False,0,Annie Hall
Woody Allen,M,1935,~,Stranska,True,0,Annie Hall
Sara Allgood,F,1880,1950,Glavna,False,0,How Green Was My Valley
Sara Allgood,F,1880,1950,Glavna,True,0,How Green Was My Valley
Sara Allgood,F,1880,1950,Stranska,False,1,How Green Was My Valley
Sara Allgood,F,1880,1950,Stranska,True,0,How Green Was My Valley
Don Ameche,M,1908,1993,Glavna,False,0,Cocoon
Don Ameche,M,1908,1993,Glavna,True,0,Cocoon
Don Ameche,M,1908,1993,Stranska,False,0,Cocoon
Don Ameche,M,1908,1993,Stranska,True,1,Cocoon
Judith Anderson,F,1897,1992,Glavna,False,0,Rebecca
Judith Anderson,F,1897,1992,Glavna,True,0,Rebecca
Judith Anderson,F,1897,1992,Stranska,False,1,Rebecca
Judith Anderson,F,1897,1992,Stranska,True,0,Rebecca
Julie Andrews,F,1935,~,Glavna,False,2,Mary Poppins
Julie Andrews,F,1935,~,Glavna,True,1,Mary Poppins
Julie Andrews,F,1935,~,Stranska,False,0,Mary Poppins
Julie Andrews,F,1935,~,Stranska,True,0,Mary Poppins
Ann-Margret,F,1941,~,Glavna,False,1,Tommy
Ann-Margret,F,1941,~,Glavna,True,0,Tommy
Ann-Margret,F,1941,~,Stranska,False,1,Tommy
Ann-Margret,F,1941,~,Stranska,True,0,Tommy
Yalitza Aparicio,F,1993,~,Glavna,False,1,Roma
Yalitza Aparicio,F,1993,~,Glavna,True,0,Roma
Yalitza Aparicio,F,1993,~,Stranska,False,0,Roma
Yalitza Aparicio,F,1993,~,Stranska,True,0,Roma
Anne Archer,F,1947,~,Glavna,False,0,Fatal Attraction
Anne Archer,F,1947,~,Glavna,True,0,Fatal Attraction
Anne Archer,F,1947,~,Stranska,False,1,Fatal Attraction
Anne Archer,F,1947,~,Stranska,True,0,Fatal Attraction
Eve Arden,F,1908,1990,Glavna,False,0,Mildred Pierce
Eve Arden,F,1908,1990,Glavna,True,0,Mildred Pierce
Eve Arden,F,1908,1990,Stranska,False,1,Mildred Pierce
Eve Arden,F,1908,1990,Stranska,True,0,Mildred Pierce
Alan Arkin,M,1934,2023,Glavna,False,2,Little Miss Sunshine
Alan Arkin,M,1934,2023,Glavna,True,0,Little Miss Sunshine
Alan Arkin,M,1934,2023,Stranska,False,1,Little Miss Sunshine
Alan Arkin,M,1934,2023,Stranska,True,1,Little Miss Sunshine
George Arliss,M,1868,1946,Glavna,False,0,Disraeli
George Arliss,M,1868,1946,Glavna,True,1,Disraeli
George Arliss,M,1868,1946,Stranska,False,0,Disraeli
George Arliss,M,1868,1946,Stranska,True,0,Disraeli
Patricia Arquette,F,1968,~,Glavna,False,0,Boyhood
Patricia Arquette,F,1968,~,Glavna,True,0,Boyhood
Patricia Arquette,F,1968,~,Stranska,False,0,Boyhood
Patricia Arquette,F,1968,~,Stranska,True,1,Boyhood
Jean Arthur,F,1900,1991,Glavna,False,1,"More the Merrier, The"
Jean Arthur,F,1900,1991,Glavna,True,0,"More the Merrier, The"
Jean Arthur,F,1900,1991,Stranska,False,0,"More the Merrier, The"
Jean Arthur,F,1900,1991,Stranska,True,0,"More the Merrier, The"
Peggy Ashcroft,F,1907,1991,Glavna,False,0,"Passage to India, A"
Peggy Ashcroft,F,1907,1991,Glavna,True,0,"Passage to India, A"
Peggy Ashcroft,F,1907,1991,Stranska,False,0,"Passage to India, A"
Peggy Ashcroft,F,1907,1991,Stranska,True,1,"Passage to India, A"
Fred Astaire,M,1899,1987,Glavna,False,0,"Towering Inferno, The"
Fred Astaire,M,1899,1987,Glavna,True,0,"Towering Inferno, The"
Fred Astaire,M,1899,1987,Stranska,False,1,"Towering Inferno, The"
Fred Astaire,M,1899,1987,Stranska,True,0,"Towering Inferno, The"
Mary Astor,F,1906,1987,Glavna,False,0,"Great Lie, The"
Mary Astor,F,1906,1987,Glavna,True,0,"Great Lie, The"
Mary Astor,F,1906,1987,Stranska,False,0,"Great Lie, The"
Mary Astor,F,1906,1987,Stranska,True,1,"Great Lie, The"
Mischa Auer,M,1905,1967,Glavna,False,0,My Man Godfrey
Mischa Auer,M,1905,1967,Glavna,True,0,My Man Godfrey
Mischa Auer,M,1905,1967,Stranska,False,1,My Man Godfrey
Mischa Auer,M,1905,1967,Stranska,True,0,My Man Godfrey
Margaret Avery,F,1944 *,~,Glavna,False,0,"Color Purple, The"
Margaret Avery,F,1944 *,~,Glavna,True,0,"Color Purple, The"
Margaret Avery,F,1944 *,~,Stranska,False,1,"Color Purple, The"
Margaret Avery,F,1944 *,~,Stranska,True,0,"Color Purple, The"
Dan Aykroyd,M,1952,~,Glavna,False,0,Driving Miss Daisy
Dan Aykroyd,M,1952,~,Glavna,True,0,Driving Miss Daisy
Dan Aykroyd,M,1952,~,Stranska,False,1,Driving Miss Daisy
Dan Aykroyd,M,1952,~,Stranska,True,0,Driving Miss Daisy
Lew Ayres,M,1908,1996,Glavna,False,1,Johnny Belinda
Lew Ayres,M,1908,1996,Glavna,True,0,Johnny Belinda
Lew Ayres,M,1908,1996,Stranska,False,0,Johnny Belinda
Lew Ayres,M,1908,1996,Stranska,True,0,Johnny Belinda
Lauren Bacall,F,1924,2014,Glavna,False,0,"Mirror Has Two Faces, The"
Lauren Bacall,F,1924,2014,Glavna,True,0,"Mirror Has Two Faces, The"
Lauren Bacall,F,1924,2014,Stranska,False,1,"Mirror Has Two Faces, The"
Lauren Bacall,F,1924,2014,Stranska,True,0,"Mirror Has Two Faces, The"
Hermione Baddeley,F,1906,1986,Glavna,False,0,Room at the Top
Hermione Baddeley,F,1906,1986,Glavna,True,0,Room at the Top
Hermione Baddeley,F,1906,1986,Stranska,False,1,Room at the Top
Hermione Baddeley,F,1906,1986,Stranska,True,0,Room at the Top
Mary Badham,F,1952,~,Glavna,False,0,To Kill a Mockingbird
Mary Badham,F,1952,~,Glavna,True,0,To Kill a Mockingbird
Mary Badham,F,1952,~,Stranska,False,1,To Kill a Mockingbird
Mary Badham,F,1952,~,Stranska,True,0,To Kill a Mockingbird
Fay Bainter,F,1893,1968,Glavna,False,1,Jezebel [n 1]
Fay Bainter,F,1893,1968,Glavna,True,0,Jezebel [n 1]
Fay Bainter,F,1893,1968,Stranska,False,1,Jezebel [n 1]
Fay Bainter,F,1893,1968,Stranska,True,1,Jezebel [n 1]
Maria Bakalova,F,1996,~,Glavna,False,0,Borat Subsequent Moviefilm
Maria Bakalova,F,1996,~,Glavna,True,0,Borat Subsequent Moviefilm
Maria Bakalova,F,1996,~,Stranska,False,1,Borat Subsequent Moviefilm
Maria Bakalova,F,1996,~,Stranska,True,0,Borat Subsequent Moviefilm
Carroll Baker,F,1931,~,Glavna,False,1,Baby Doll
Carroll Baker,F,1931,~,Glavna,True,0,Baby Doll
Carroll Baker,F,1931,~,Stranska,False,0,Baby Doll
Carroll Baker,F,1931,~,Stranska,True,0,Baby Doll
Alec Baldwin,M,1958,~,Glavna,False,0,"Cooler, The"
Alec Baldwin,M,1958,~,Glavna,True,0,"Cooler, The"
Alec Baldwin,M,1958,~,Stranska,False,1,"Cooler, The"
Alec Baldwin,M,1958,~,Stranska,True,0,"Cooler, The"
Christian Bale,M,1974,~,Glavna,False,2,"Fighter, The"
Christian Bale,M,1974,~,Glavna,True,0,"Fighter, The"
Christian Bale,M,1974,~,Stranska,False,1,"Fighter, The"
Christian Bale,M,1974,~,Stranska,True,1,"Fighter, The"
Martin Balsam,M,1919,1996,Glavna,False,0,"Thousand Clowns, A"
Martin Balsam,M,1919,1996,Glavna,True,0,"Thousand Clowns, A"
Martin Balsam,M,1919,1996,Stranska,False,0,"Thousand Clowns, A"
Martin Balsam,M,1919,1996,Stranska,True,1,"Thousand Clowns, A"
Anne Bancroft,F,1931,2005,Glavna,False,4,"Miracle Worker, The"
Anne Bancroft,F,1931,2005,Glavna,True,1,"Miracle Worker, The"
Anne Bancroft,F,1931,2005,Stranska,False,0,"Miracle Worker, The"
Anne Bancroft,F,1931,2005,Stranska,True,0,"Miracle Worker, The"
George Bancroft,M,1882,1956,Glavna,False,1,Thunderbolt
George Bancroft,M,1882,1956,Glavna,True,0,Thunderbolt
George Bancroft,M,1882,1956,Stranska,False,0,Thunderbolt
George Bancroft,M,1882,1956,Stranska,True,0,Thunderbolt
Antonio Banderas,M,1960,~,Glavna,False,1,Pain and Glory
Antonio Banderas,M,1960,~,Glavna,True,0,Pain and Glory
Antonio Banderas,M,1960,~,Stranska,False,0,Pain and Glory
Antonio Banderas,M,1960,~,Stranska,True,0,Pain and Glory
Ian Bannen,M,1928,1999,Glavna,False,0,"Flight of the Phoenix, The"
Ian Bannen,M,1928,1999,Glavna,True,0,"Flight of the Phoenix, The"
Ian Bannen,M,1928,1999,Stranska,False,1,"Flight of the Phoenix, The"
Ian Bannen,M,1928,1999,Stranska,True,0,"Flight of the Phoenix, The"
Javier Bardem,M,1969,~,Glavna,False,3,No Country for Old Men
Javier Bardem,M,1969,~,Glavna,True,0,No Country for Old Men
Javier Bardem,M,1969,~,Stranska,False,0,No Country for Old Men
Javier Bardem,M,1969,~,Stranska,True,1,No Country for Old Men
Sacha Baron Cohen,M,1971,~,Glavna,False,0,"Trial of the Chicago 7, The"
Sacha Baron Cohen,M,1971,~,Glavna,True,0,"Trial of the Chicago 7, The"
Sacha Baron Cohen,M,1971,~,Stranska,False,1,"Trial of the Chicago 7, The"
Sacha Baron Cohen,M,1971,~,Stranska,True,0,"Trial of the Chicago 7, The"
Marie-Christine Barrault,F,1944,~,Glavna,False,1,Cousin Cousine
Marie-Christine Barrault,F,1944,~,Glavna,True,0,Cousin Cousine
Marie-Christine Barrault,F,1944,~,Stranska,False,0,Cousin Cousine
Marie-Christine Barrault,F,1944,~,Stranska,True,0,Cousin Cousine
Adriana Barraza,F,1956,~,Glavna,False,0,Babel
Adriana Barraza,F,1956,~,Glavna,True,0,Babel
Adriana Barraza,F,1956,~,Stranska,False,1,Babel
Adriana Barraza,F,1956,~,Stranska,True,0,Babel
Barbara Barrie,F,1931,~,Glavna,False,0,Breaking Away
Barbara Barrie,F,1931,~,Glavna,True,0,Breaking Away
Barbara Barrie,F,1931,~,Stranska,False,1,Breaking Away
Barbara Barrie,F,1931,~,Stranska,True,0,Breaking Away
Ethel Barrymore,F,1879,1959,Glavna,False,0,None but the Lonely Heart
Ethel Barrymore,F,1879,1959,Glavna,True,0,None but the Lonely Heart
Ethel Barrymore,F,1879,1959,Stranska,False,3,None but the Lonely Heart
Ethel Barrymore,F,1879,1959,Stranska,True,1,None but the Lonely Heart
Lionel Barrymore,M,1878,1954,Glavna,False,0,"Free Soul, A"
Lionel Barrymore,M,1878,1954,Glavna,True,1,"Free Soul, A"
Lionel Barrymore,M,1878,1954,Stranska,False,0,"Free Soul, A"
Lionel Barrymore,M,1878,1954,Stranska,True,0,"Free Soul, A"
Richard Barthelmess,M,1895,1963,Glavna,False,1,"Patent Leather Kid, The"
Richard Barthelmess,M,1895,1963,Glavna,True,0,"Patent Leather Kid, The"
Richard Barthelmess,M,1895,1963,Stranska,False,0,"Patent Leather Kid, The"
Richard Barthelmess,M,1895,1963,Stranska,True,0,"Patent Leather Kid, The"
Mikhail Baryshnikov,M,1948,~,Glavna,False,0,"Turning Point, The"
Mikhail Baryshnikov,M,1948,~,Glavna,True,0,"Turning Point, The"
Mikhail Baryshnikov,M,1948,~,Stranska,False,1,"Turning Point, The"
Mikhail Baryshnikov,M,1948,~,Stranska,True,0,"Turning Point, The"
Kim Basinger,F,1953,~,Glavna,False,0,L.A. Confidential
Kim Basinger,F,1953,~,Glavna,True,0,L.A. Confidential
Kim Basinger,F,1953,~,Stranska,False,0,L.A. Confidential
Kim Basinger,F,1953,~,Stranska,True,1,L.A. Confidential
Albert Bassermann,M,1867,1952,Glavna,False,0,Foreign Correspondent
Albert Bassermann,M,1867,1952,Glavna,True,0,Foreign Correspondent
Albert Bassermann,M,1867,1952,Stranska,False,1,Foreign Correspondent
Albert Bassermann,M,1867,1952,Stranska,True,0,Foreign Correspondent
Angela Bassett,F,1958,~,Glavna,False,1,What's Love Got to Do with It
Angela Bassett,F,1958,~,Glavna,True,0,What's Love Got to Do with It
Angela Bassett,F,1958,~,Stranska,False,1,What's Love Got to Do with It
Angela Bassett,F,1958,~,Stranska,True,0,What's Love Got to Do with It
Alan Bates,M,1934,2003,Glavna,False,1,"Fixer, The"
Alan Bates,M,1934,2003,Glavna,True,0,"Fixer, The"
Alan Bates,M,1934,2003,Stranska,False,0,"Fixer, The"
Alan Bates,M,1934,2003,Stranska,True,0,"Fixer, The"
Kathy Bates,F,1948,~,Glavna,False,0,Misery
Kathy Bates,F,1948,~,Glavna,True,1,Misery
Kathy Bates,F,1948,~,Stranska,False,3,Misery
Kathy Bates,F,1948,~,Stranska,True,0,Misery
Anne Baxter,F,1923,1985,Glavna,False,1,"Razor's Edge, The"
Anne Baxter,F,1923,1985,Glavna,True,0,"Razor's Edge, The"
Anne Baxter,F,1923,1985,Stranska,False,0,"Razor's Edge, The"
Anne Baxter,F,1923,1985,Stranska,True,1,"Razor's Edge, The"
Warner Baxter,M,1889,1951,Glavna,False,0,In Old Arizona
Warner Baxter,M,1889,1951,Glavna,True,1,In Old Arizona
Warner Baxter,M,1889,1951,Stranska,False,0,In Old Arizona
Warner Baxter,M,1889,1951,Stranska,True,0,In Old Arizona
Ned Beatty,M,1937,2021,Glavna,False,0,Network
Ned Beatty,M,1937,2021,Glavna,True,0,Network
Ned Beatty,M,1937,2021,Stranska,False,1,Network
Ned Beatty,M,1937,2021,Stranska,True,0,Network
Warren Beatty,M,1937,~,Glavna,False,4,Bonnie and Clyde
Warren Beatty,M,1937,~,Glavna,True,0,Bonnie and Clyde
Warren Beatty,M,1937,~,Stranska,False,0,Bonnie and Clyde
Warren Beatty,M,1937,~,Stranska,True,0,Bonnie and Clyde
Wallace Beery,M,1885,1949,Glavna,False,1,"Champ, The"
Wallace Beery,M,1885,1949,Glavna,True,1,"Champ, The"
Wallace Beery,M,1885,1949,Stranska,False,0,"Champ, The"
Wallace Beery,M,1885,1949,Stranska,True,0,"Champ, The"
Ed Begley,M,1901,1970,Glavna,False,0,Sweet Bird of Youth
Ed Begley,M,1901,1970,Glavna,True,0,Sweet Bird of Youth
Ed Begley,M,1901,1970,Stranska,False,0,Sweet Bird of Youth
Ed Begley,M,1901,1970,Stranska,True,1,Sweet Bird of Youth
Bérénice Bejo,F,1976,~,Glavna,False,0,"Artist, The"
Bérénice Bejo,F,1976,~,Glavna,True,0,"Artist, The"
Bérénice Bejo,F,1976,~,Stranska,False,1,"Artist, The"
Bérénice Bejo,F,1976,~,Stranska,True,0,"Artist, The"
Barbara Bel Geddes,F,1922,2005,Glavna,False,0,I Remember Mama
Barbara Bel Geddes,F,1922,2005,Glavna,True,0,I Remember Mama
Barbara Bel Geddes,F,1922,2005,Stranska,False,1,I Remember Mama
Barbara Bel Geddes,F,1922,2005,Stranska,True,0,I Remember Mama
Ralph Bellamy,M,1904,1991,Glavna,False,0,"Awful Truth, The"
Ralph Bellamy,M,1904,1991,Glavna,True,0,"Awful Truth, The"
Ralph Bellamy,M,1904,1991,Stranska,False,1,"Awful Truth, The"
Ralph Bellamy,M,1904,1991,Stranska,True,0,"Awful Truth, The"
William Bendix,M,1906,1964,Glavna,False,0,Wake Island
William Bendix,M,1906,1964,Glavna,True,0,Wake Island
William Bendix,M,1906,1964,Stranska,False,1,Wake Island
William Bendix,M,1906,1964,Stranska,True,0,Wake Island
Roberto Benigni,M,1952,~,Glavna,False,0,Life Is Beautiful
Roberto Benigni,M,1952,~,Glavna,True,1,Life Is Beautiful
Roberto Benigni,M,1952,~,Stranska,False,0,Life Is Beautiful
Roberto Benigni,M,1952,~,Stranska,True,0,Life Is Beautiful
Annette Bening,F,1958,~,Glavna,False,4,American Beauty
Annette Bening,F,1958,~,Glavna,True,0,American Beauty
Annette Bening,F,1958,~,Stranska,False,1,American Beauty
Annette Bening,F,1958,~,Stranska,True,0,American Beauty
Tom Berenger,M,1949,~,Glavna,False,0,Platoon
Tom Berenger,M,1949,~,Glavna,True,0,Platoon
Tom Berenger,M,1949,~,Stranska,False,1,Platoon
Tom Berenger,M,1949,~,Stranska,True,0,Platoon
Candice Bergen,F,1946,~,Glavna,False,0,Starting Over
Candice Bergen,F,1946,~,Glavna,True,0,Starting Over
Candice Bergen,F,1946,~,Stranska,False,1,Starting Over
Candice Bergen,F,1946,~,Stranska,True,0,Starting Over
Ingrid Bergman,F,1915,1982,Glavna,False,4,Gaslight [w 2]
Ingrid Bergman,F,1915,1982,Glavna,True,2,Gaslight [w 2]
Ingrid Bergman,F,1915,1982,Stranska,False,0,Gaslight [w 2]
Ingrid Bergman,F,1915,1982,Stranska,True,1,Gaslight [w 2]
Elisabeth Bergner,F,1897,1986,Glavna,False,1,Escape Me Never
Elisabeth Bergner,F,1897,1986,Glavna,True,0,Escape Me Never
Elisabeth Bergner,F,1897,1986,Stranska,False,0,Escape Me Never
Elisabeth Bergner,F,1897,1986,Stranska,True,0,Escape Me Never
Jeannie Berlin,F,1949,~,Glavna,False,0,"Heartbreak Kid, The"
Jeannie Berlin,F,1949,~,Glavna,True,0,"Heartbreak Kid, The"
Jeannie Berlin,F,1949,~,Stranska,False,1,"Heartbreak Kid, The"
Jeannie Berlin,F,1949,~,Stranska,True,0,"Heartbreak Kid, The"
Halle Berry,F,1966,~,Glavna,False,0,Monster's Ball
Halle Berry,F,1966,~,Glavna,True,1,Monster's Ball
Halle Berry,F,1966,~,Stranska,False,0,Monster's Ball
Halle Berry,F,1966,~,Stranska,True,0,Monster's Ball
Demián Bichir,M,1963,~,Glavna,False,1,"Better Life, A"
Demián Bichir,M,1963,~,Glavna,True,0,"Better Life, A"
Demián Bichir,M,1963,~,Stranska,False,0,"Better Life, A"
Demián Bichir,M,1963,~,Stranska,True,0,"Better Life, A"
Charles Bickford,M,1891,1967,Glavna,False,0,"Song of Bernadette, The"
Charles Bickford,M,1891,1967,Glavna,True,0,"Song of Bernadette, The"
Charles Bickford,M,1891,1967,Stranska,False,3,"Song of Bernadette, The"
Charles Bickford,M,1891,1967,Stranska,True,0,"Song of Bernadette, The"
Theodore Bikel,M,1924,2015,Glavna,False,0,"Defiant Ones, The"
Theodore Bikel,M,1924,2015,Glavna,True,0,"Defiant Ones, The"
Theodore Bikel,M,1924,2015,Stranska,False,1,"Defiant Ones, The"
Theodore Bikel,M,1924,2015,Stranska,True,0,"Defiant Ones, The"
Juliette Binoche,F,1964,~,Glavna,False,1,"English Patient, The"
Juliette Binoche,F,1964,~,Glavna,True,0,"English Patient, The"
Juliette Binoche,F,1964,~,Stranska,False,0,"English Patient, The"
Juliette Binoche,F,1964,~,Stranska,True,1,"English Patient, The"
Karen Black,F,1939,2013,Glavna,False,0,Five Easy Pieces
Karen Black,F,1939,2013,Glavna,True,0,Five Easy Pieces
Karen Black,F,1939,2013,Stranska,False,1,Five Easy Pieces
Karen Black,F,1939,2013,Stranska,True,0,Five Easy Pieces
Betsy Blair,F,1923,2009,Glavna,False,0,Marty
Betsy Blair,F,1923,2009,Glavna,True,0,Marty
Betsy Blair,F,1923,2009,Stranska,False,1,Marty
Betsy Blair,F,1923,2009,Stranska,True,0,Marty
Linda Blair,F,1959,~,Glavna,False,0,"Exorcist, The"
Linda Blair,F,1959,~,Glavna,True,0,"Exorcist, The"
Linda Blair,F,1959,~,Stranska,False,1,"Exorcist, The"
Linda Blair,F,1959,~,Stranska,True,0,"Exorcist, The"
Ronee Blakley,F,1945,~,Glavna,False,0,Nashville
Ronee Blakley,F,1945,~,Glavna,True,0,Nashville
Ronee Blakley,F,1945,~,Stranska,False,1,Nashville
Ronee Blakley,F,1945,~,Stranska,True,0,Nashville
Cate Blanchett,F,1969,~,Glavna,False,4,Blue Jasmine [w 3][n 2]
Cate Blanchett,F,1969,~,Glavna,True,1,Blue Jasmine [w 3][n 2]
Cate Blanchett,F,1969,~,Stranska,False,2,Blue Jasmine [w 3][n 2]
Cate Blanchett,F,1969,~,Stranska,True,1,Blue Jasmine [w 3][n 2]
Brenda Blethyn,F,1946,~,Glavna,False,1,Secrets & Lies
Brenda Blethyn,F,1946,~,Glavna,True,0,Secrets & Lies
Brenda Blethyn,F,1946,~,Stranska,False,1,Secrets & Lies
Brenda Blethyn,F,1946,~,Stranska,True,0,Secrets & Lies
Mary J. Blige,F,1971,~,Glavna,False,0,Mudbound
Mary J. Blige,F,1971,~,Glavna,True,0,Mudbound
Mary J. Blige,F,1971,~,Stranska,False,1,Mudbound
Mary J. Blige,F,1971,~,Stranska,True,0,Mudbound
Joan Blondell,F,1906,1979,Glavna,False,0,"Blue Veil, The"
Joan Blondell,F,1906,1979,Glavna,True,0,"Blue Veil, The"
Joan Blondell,F,1906,1979,Stranska,False,1,"Blue Veil, The"
Joan Blondell,F,1906,1979,Stranska,True,0,"Blue Veil, The"
Emily Blunt,F,1983,~,Glavna,False,0,Oppenheimer
Emily Blunt,F,1983,~,Glavna,True,0,Oppenheimer
Emily Blunt,F,1983,~,Stranska,False,1,Oppenheimer
Emily Blunt,F,1983,~,Stranska,True,0,Oppenheimer
Ann Blyth,F,1928,~,Glavna,False,0,Mildred Pierce
Ann Blyth,F,1928,~,Glavna,True,0,Mildred Pierce
Ann Blyth,F,1928,~,Stranska,False,1,Mildred Pierce
Ann Blyth,F,1928,~,Stranska,True,0,Mildred Pierce
Humphrey Bogart,M,1899,1957,Glavna,False,2,"African Queen, The"
Humphrey Bogart,M,1899,1957,Glavna,True,1,"African Queen, The"
Humphrey Bogart,M,1899,1957,Stranska,False,0,"African Queen, The"
Humphrey Bogart,M,1899,1957,Stranska,True,0,"African Queen, The"
Beulah Bondi,F,1889,1981,Glavna,False,0,"Gorgeous Hussy, The"
Beulah Bondi,F,1889,1981,Glavna,True,0,"Gorgeous Hussy, The"
Beulah Bondi,F,1889,1981,Stranska,False,2,"Gorgeous Hussy, The"
Beulah Bondi,F,1889,1981,Stranska,True,0,"Gorgeous Hussy, The"
Helena Bonham Carter,F,1966,~,Glavna,False,1,"Wings of the Dove, The"
Helena Bonham Carter,F,1966,~,Glavna,True,0,"Wings of the Dove, The"
Helena Bonham Carter,F,1966,~,Stranska,False,1,"Wings of the Dove, The"
Helena Bonham Carter,F,1966,~,Stranska,True,0,"Wings of the Dove, The"
Shirley Booth,F,1898,1992,Glavna,False,0,"Come Back, Little Sheba"
Shirley Booth,F,1898,1992,Glavna,True,1,"Come Back, Little Sheba"
Shirley Booth,F,1898,1992,Stranska,False,0,"Come Back, Little Sheba"
Shirley Booth,F,1898,1992,Stranska,True,0,"Come Back, Little Sheba"
Ernest Borgnine,M,1917,2012,Glavna,False,0,Marty
